1,test.mp4,,,,,,,
2,test.mp4,,,,,,,
3,test.mp4,,,,,,,
4,test.mp4,,,,,,,
5,test.mp4,,,,,,,
6,test.mp4,,,,,,,
7,test.mp4,,,,,,,
8,test.mp4,,,,,,,
9,test.mp4,,,,,,,
10,test.mp4,,,,,,,
11,test.mp4,,,,,,,
12,test.mp4,,,,,,,
13,test.mp4,,,,,,,
14,test.mp4,,,,,,,
15,test.mp4,,,,,,,
16,test.mp4,,,,,,,
17,test.mp4,,,,,,,
18,test.mp4,,,,,,,
19,test.mp4,,,,,,,
20,test.mp4,,,,,,,
21,test.mp4,,,,,,,
22,test.mp4,,,,,,,
23,test.mp4,,,,,,,
24,test.mp4,,,,,,,
25,test.mp4,0,person,0.277149,0.913651,0.426809,0.170062,0.260731
26,test.mp4,,,,,,,
27,test.mp4,0,person,0.484067,0.813543,0.343799,0.373212,0.447967
28,test.mp4,0,person,0.431598,0.805347,0.32898,0.376041,0.378137
29,test.mp4,,,,,,,
30,test.mp4,,,,,,,
31,test.mp4,,,,,,,
32,test.mp4,,,,,,,
33,test.mp4,0,person,0.499317,0.77615,0.220084,0.470351,0.426009
34,test.mp4,,,,,,,
35,test.mp4,,,,,,,
36,test.mp4,0,person,0.428471,0.748015,0.266568,0.490872,0.444865
37,test.mp4,0,person,0.422993,0.73731,0.256923,0.50662,0.251297
38,test.mp4,0,person,0.427645,0.744454,0.256502,0.488883,0.314086
39,test.mp4,0,person,0.494426,0.667527,0.214753,0.522133,0.352956
40,test.mp4,0,person,0.493085,0.670938,0.20452,0.57973,0.537274
41,test.mp4,,,,,,,
42,test.mp4,,,,,,,
43,test.mp4,0,person,0.49551,0.654469,0.248172,0.622164,0.269724
44,test.mp4,,,,,,,
45,test.mp4,,,,,,,
46,test.mp4,,,,,,,
47,test.mp4,0,person,0.824172,0.795278,0.073481,0.370097,0.392017
48,test.mp4,0,person,0.825346,0.795229,0.072222,0.373278,0.38059
48,test.mp4,0,person,0.430553,0.65106,0.282588,0.613651,0.274643
49,test.mp4,0,person,0.421751,0.645574,0.274271,0.619852,0.288906
50,test.mp4,0,person,0.425698,0.646874,0.299027,0.6362,0.317223
51,test.mp4,,,,,,,
52,test.mp4,0,person,0.476326,0.606729,0.110329,0.333554,0.294126
53,test.mp4,,,,,,,
54,test.mp4,,,,,,,
55,test.mp4,,,,,,,
56,test.mp4,,,,,,,
57,test.mp4,,,,,,,
58,test.mp4,,,,,,,
59,test.mp4,,,,,,,
60,test.mp4,,,,,,,
61,test.mp4,,,,,,,
62,test.mp4,,,,,,,
63,test.mp4,,,,,,,
64,test.mp4,,,,,,,
65,test.mp4,,,,,,,
66,test.mp4,,,,,,,
67,test.mp4,,,,,,,
68,test.mp4,,,,,,,
69,test.mp4,,,,,,,
70,test.mp4,,,,,,,
71,test.mp4,,,,,,,
72,test.mp4,,,,,,,
73,test.mp4,,,,,,,
74,test.mp4,,,,,,,
75,test.mp4,,,,,,,
76,test.mp4,,,,,,,
77,test.mp4,,,,,,,
78,test.mp4,,,,,,,
79,test.mp4,,,,,,,
80,test.mp4,,,,,,,
81,test.mp4,,,,,,,
82,test.mp4,,,,,,,
83,test.mp4,,,,,,,
84,test.mp4,,,,,,,
85,test.mp4,,,,,,,
86,test.mp4,,,,,,,
87,test.mp4,,,,,,,
88,test.mp4,79,toothbrush,0.148544,0.364041,0.081064,0.559417,0.421076
89,test.mp4,79,toothbrush,0.148703,0.361908,0.078798,0.564207,0.305894
90,test.mp4,0,person,0.36825,0.671609,0.680925,0.676157,0.626705
91,test.mp4,0,person,0.408792,0.571028,0.751513,0.858266,0.971098
92,test.mp4,0,person,0.421703,0.514204,0.721099,0.929238,0.963168
92,test.mp4,0,person,0.572815,0.501598,0.368148,0.737995,0.701808
93,test.mp4,0,person,0.422307,0.510225,0.729905,0.92428,0.993054
94,test.mp4,0,person,0.426502,0.510106,0.741657,0.924054,0.997442
95,test.mp4,0,person,0.426669,0.511187,0.758228,0.90134,0.99858
95,test.mp4,0,person,0.668519,0.501371,0.282697,0.650162,0.375836
96,test.mp4,0,person,0.42315,0.519694,0.726325,0.896348,0.994373
96,test.mp4,0,person,0.668327,0.501075,0.287277,0.65169,0.497267
97,test.mp4,0,person,0.420851,0.523614,0.730706,0.883061,0.995419
97,test.mp4,0,person,0.665134,0.503654,0.321123,0.662377,0.33106
98,test.mp4,0,person,0.411637,0.550832,0.755995,0.887886,0.996821
98,test.mp4,0,person,0.661036,0.576232,0.360708,0.8151,0.737469
99,test.mp4,0,person,0.41123,0.550272,0.748796,0.872047,0.9974
99,test.mp4,0,person,0.655554,0.580623,0.371715,0.79076,0.463975
100,test.mp4,0,person,0.415608,0.552207,0.736736,0.87952,0.998196
100,test.mp4,0,person,0.654651,0.580779,0.386922,0.792316,0.371396
101,test.mp4,0,person,0.416945,0.551335,0.722473,0.867794,0.998709
101,test.mp4,0,person,0.648212,0.584229,0.399798,0.794698,0.337456
102,test.mp4,0,person,0.41781,0.558707,0.731422,0.868349,0.998516
103,test.mp4,0,person,0.419172,0.557708,0.725779,0.871779,0.998334
104,test.mp4,0,person,0.420726,0.556431,0.71357,0.859655,0.998002
105,test.mp4,0,person,0.4234,0.554465,0.716221,0.860012,0.998426
106,test.mp4,0,person,0.421603,0.554202,0.724172,0.861391,0.997623
107,test.mp4,0,person,0.419358,0.557913,0.724005,0.858737,0.998153
108,test.mp4,0,person,0.416534,0.558745,0.730259,0.850352,0.998336
109,test.mp4,0,person,0.415389,0.561546,0.718465,0.845758,0.99802
109,test.mp4,0,person,0.657131,0.587678,0.331114,0.733286,0.399914
110,test.mp4,0,person,0.417895,0.562339,0.725483,0.83892,0.997137
110,test.mp4,0,person,0.658187,0.584762,0.336462,0.713175,0.369961
111,test.mp4,0,person,0.276288,0.575197,0.372787,0.874188,0.995002
112,test.mp4,0,person,0.271084,0.569803,0.386234,0.878255,0.995775
113,test.mp4,0,person,0.267312,0.570241,0.399651,0.870194,0.993024
114,test.mp4,0,person,0.263847,0.571511,0.408287,0.857505,0.992574
115,test.mp4,0,person,0.27388,0.586962,0.411182,0.834046,0.892873
116,test.mp4,0,person,0.292262,0.588485,0.405505,0.825966,0.956155
117,test.mp4,0,person,0.341544,0.675864,0.297494,0.572414,0.39437
118,test.mp4,0,person,0.336526,0.716996,0.334134,0.545098,0.712181
119,test.mp4,,,,,,,
120,test.mp4,,,,,,,
121,test.mp4,,,,,,,
122,test.mp4,,,,,,,
123,test.mp4,,,,,,,
124,test.mp4,,,,,,,
125,test.mp4,,,,,,,
126,test.mp4,,,,,,,
127,test.mp4,,,,,,,
128,test.mp4,,,,,,,
129,test.mp4,,,,,,,
130,test.mp4,0,person,0.282098,0.62785,0.133599,0.82413,0.968029
130,test.mp4,0,person,0.448376,0.677367,0.09082,0.207805,0.406246
131,test.mp4,0,person,0.289833,0.597372,0.137321,0.738816,0.977001
131,test.mp4,0,person,0.448371,0.669901,0.123246,0.219151,0.379827
132,test.mp4,0,person,0.285364,0.59594,0.131,0.803478,0.585963
133,test.mp4,,,,,,,
134,test.mp4,1,bicycle,0.363282,0.7162,0.171979,0.333701,0.322946
134,test.mp4,0,person,0.362626,0.575254,0.213791,0.631521,0.865284
135,test.mp4,0,person,0.407504,0.587056,0.278491,0.660632,0.912089
136,test.mp4,0,person,0.421768,0.728383,0.301304,0.425306,0.941364
136,test.mp4,0,person,0.407155,0.407298,0.127808,0.331035,0.267671
137,test.mp4,3,motorbike,0.427716,0.717548,0.33267,0.455089,0.808031
137,test.mp4,0,person,0.435482,0.586813,0.297934,0.704151,0.971195
138,test.mp4,3,motorbike,0.425564,0.718428,0.351663,0.461159,0.924219
138,test.mp4,0,person,0.42749,0.581666,0.314709,0.707536,0.832327
138,test.mp4,0,person,0.37516,0.406939,0.103914,0.313653,0.344519
139,test.mp4,3,motorbike,0.423576,0.717057,0.377548,0.470622,0.986517
139,test.mp4,0,person,0.417078,0.575143,0.298878,0.676854,0.700764
139,test.mp4,0,person,0.39296,0.404938,0.112089,0.297136,0.335258
140,test.mp4,3,motorbike,0.424744,0.718306,0.377335,0.471426,0.985708
140,test.mp4,0,person,0.478211,0.567975,0.251783,0.63516,0.864615
140,test.mp4,0,person,0.397967,0.407849,0.103402,0.270486,0.333611
141,test.mp4,3,motorbike,0.416155,0.718832,0.408172,0.478236,0.284477
141,test.mp4,17,horse,0.416155,0.718832,0.408172,0.478236,0.459849
